1000,comment,Prequalified sentiment,Information,Opinion,Advice,Impression,Progress,Exercise,Body,Video,Length,Reviewer
138,"I started your 30 day yoga Jan 1st and have done over 20  days... I do them first thing in the morning (I am NOT a morning person & get to work by 7 am!) I absolutely love this! I’ve never done yoga before and being 50, I need to start something or my weight will get to out of control! I have combined this with a 30 min cardio when I get home from work and have dropped 7 pounds this month. I am on day 21 although I did do 1 or 2 twice. I love that these are very slow paced. Don’t get me wrong, they aren’t easy, but I can now actually put my hands on the ground with slightly bent knees 😀😀😀 I wish I would do this every day but I think 5 out of 7 is better than nothing! I just want to thank you! I will finish the 30 days but might do it again unless you can tell me what series would be good for a newbie? Thx for any help 🙂",0.7537939548,0.80,0.80,0.60,0.30,0.80,0.70,0.30,0.80,835,C
139,Love it 🌷⭐️ thank you Adrian 😌,0.9998486042,0.00,0.80,0.00,0.70,0.00,0.20,0.00,0.90,32,J
140,I still can't do forward fold without bending my knees or get my heels flat for down dog. Trying not to get discouraged!,-0.8822677732,-0.50,0.00,0.00,0.30,-0.60,0.00,-0.30,0.00,120,C
141,Second round of 30 days. Lasted almost 17 minutes.  Woohoo.,-0.9751850367,0.30,0.00,0.00,0.50,0.70,0.00,0.00,0.00,59,C
142,i cant believe i have 7 days left!!!!! im gonna do this again once its over,-0.9680882692,0.50,0.00,0.00,0.00,0.70,0.00,0.00,0.00,75,C
143,4.21.2020- Day 21- DONE!!!,-0.9472011924,0.20,0.00,0.00,0.30,0.00,0.00,0.00,0.00,26,J
144,"Truly beautiful practice today! Warmed my abdominal wall up first with the 6 minute ab video found it really deepened my practice and allowed me move with more ease. Thank you Adeiene, Namaste x",0.9998455048,0.00,0.60,0.00,0.30,0.00,0.70,0.00,0.60,194,J
145,"I am so thankful to be doing thirty days again...five years later....you are a true blessing Adriene! Thanks for helping me, and all of us get through this trying time",0.9996783733,0.30,0.90,0.00,0.00,0.70,0.00,0.00,0.70,167,J
146,Day 21 ✅,0.9278034568,0.20,0.00,0.00,0.00,0.80,0.00,0.00,0.00,8,J
147,"What a powerful, suttle and empowering practice! This session touched me deeply. I'm moved. Thank you Adriene",0.9998724461,0.00,0.30,0.00,0.50,0.00,0.50,0.00,0.40,109,J
148,Done!! That was a really great one!! Thank you so much adriene!💐,0.9998408556,0.20,0.40,0.00,0.70,0.50,0.00,0.00,0.50,65,J
149,Hey Adriene.... I wish you can share the knowledge of the diet and food habits followed by the yogis... Even water consumption... Jalneti etc.. ♥,0.9887808561,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,145,J
150,Yay- Day 22 done!,-0.5718926191,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,17,J
151,Yay my heels touched the ground today in downward dog 😊😊😊,-0.9159625173,0.30,0.00,0.00,0.40,0.20,0.40,0.00,0.00,60,J
152,I found rest in downward dog! WOWZA!,-0.9780624509,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,36,J
153,It's really cold today and my left knee just isn't having it. T-T,-0.9996374846,0.20,0.00,0.00,0.00,0.00,0.00,0.30,0.00,65,J
154,"That was by far my best day of them all, I felt energized, comfortable, competent and powerful. Simply amazing.",0.9998886585,0.70,0.30,0.00,0.50,0.00,0.00,0.00,0.00,111,J
155,"By far the best idea I had, and soon I’m gonna tackle the 60 days 💪🏽 hopefully I have an A/C by then 😂😂 Day 22 ✔️ #consistency",0.9183979034,0.20,0.00,0.00,0.00,0.80,0.00,0.00,0.00,130,J
156,"Adrienne, I never feel more free than I do at the end of a practice session with you -- never more relaxed or freer in spirit, I mean. Thank you for triangle pose today and all the warrior poses and for your gentle ways.",0.9996550083,0.00,0.60,0.00,0.90,0.00,0.60,0.00,0.50,220,J
157,"day 22!!

i don’t want this to end!!! i think i’m going to do your 31 days of yoga challenge next!! i’m really enjoying these❤️😫 i can’t believe how big part of my life yoga is now!🦊❤️ thanks adriene!😫😫😘😘",0.9993091822,0.20,0.80,0.00,0.70,0.80,0.00,0.00,0.60,210,J
158,OMG what a awesome day of yoga today. I was legit feeling like poop this morning and it's now 5:30 in the evening and I feel fantastic! I hope if you're reading this that you're having a great day. NAMASTE y'all!!!!,0.9998264909,0.60,0.00,0.00,0.70,0.00,0.00,0.00,0.60,215,J
159,great class! thank you,0.9998762608,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.70,22,J
160,🙏🙏🙏🙏🙏,-0.6970567107,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.50,10,J
161,"I couldn't do the side planks, my wrists are too fragile and I am afraid it might permanently hurt them 😥 Hopefully they'll get stronger but for now I had to stop this pose and wait for the next one !",-0.9988893867,-0.50,0.00,0.00,-0.40,0.00,0.40,-0.60,0.20,201,J
162,Sorry 🙈 I skipped side plank. I am 270 lbs right now. It’s not happening 😒,-0.9993023872,0.40,0.00,0.00,0.00,0.00,0.40,0.50,0.00,76,J
163,I fell on my first side plank not due to strength but shock! I was doing it - and I started laughing so hard I fell down! :),-0.9469630718,0.60,0.00,0.00,0.40,0.00,0.30,0.40,0.00,124,J
164,"The 30 day yoga challenge is making the stay-at-home orders seem so much more tolerable. It's amazing to see how much I've improved since day 1. I even set a goal of learning how to do a headstand. I started by practicing daily against the wall, and now I'm able to do it without the wall, all on my own. It's amazing what your body can do with a little patience.",0.9994749427,0.80,0.50,0.00,0.80,0.80,0.00,0.20,0.00,363,J
165,Day 23 done.,0.9055299163,0.20,0.00,0.00,0.00,0.90,0.00,0.00,0.00,12,J
166,"Thank you Adriene for all your videos and for helping so many people to find yoga in the home. Love your positive attitude too, the world needs more people like you.",0.9997255206,0.00,0.80,0.20,0.40,0.00,0.00,0.00,0.70,165,J
167,Never realized how tight my shoulders were until we hit that cactus pose. I needed that one!,0.9827693701,0.20,0.00,0.00,0.40,0.00,0.00,0.40,0.00,92,J
168,Love doing this challenge! It great added with the 6 minute ab video too,0.9997897744,0.20,0.50,0.00,0.50,0.00,0.00,0.00,0.70,72,J
169,"I myself do yoga everyday in some sort of form, but even tho It's day 23 it took me way longer to get here. But I am not mad at myself, I don't feel disappointed, I feel grateful and loving. My feet at downward facing dog still don't touch the ground, but it's okay - everyone is better at something different. I feel love towards my body and feel that positive energy is coming every day. Thank you ❤️",0.9997648597,0.90,0.00,0.00,0.80,0.50,0.40,0.00,0.50,402,J
170,"Day 24! After my day, I really needed a restorative session. To restore some things in my life. The final mantra had me burst into tears. This yoga session is what I needed today. What were the odds?",-0.8004732728,0.50,0.00,0.00,0.60,0.90,0.00,0.00,0.60,199,J
171,"Thank you Adriene! This was exactly what I needed after a long stressful day at work :)

But I have a question, I can't seem to get my pelvis down to the mat and have a flat back in happy baby pose, is it only practice that helps or do you have a tip? :)",-0.9958546162,0.00,0.50,0.90,0.00,0.00,0.30,0.40,0.70,254,J
172,Wow this one killed me. Couldn't even do happy baby pose which seems like something everyone can just do...,-0.9935469031,-0.60,0.00,0.00,0.30,0.00,-0.40,0.00,-0.30,107,J
173,I can't tell you how much I needed this after a crazy Monday at work!,-0.9982553124,0.30,0.00,0.00,0.30,0.00,0.00,0.00,0.00,69,J
174,Love the soundtrack Adriene! Please do share details on it if you can.,0.9997982383,0.00,0.80,0.30,0.40,0.00,0.00,0.00,0.00,70,J
175,Fantastic! ,0.999874711,0.00,0.80,0.00,0.90,0.00,0.00,0.00,0.70,11,J
176,"Your videos are so calming and inspiring, Adriene. Your voice is lovely! Thank you for all you do.",0.9998774529,0.00,0.80,0.00,0.80,0.00,0.00,0.00,0.70,98,J
177,Fabulous darling.  ❤️🙏🏼,0.9998672009,0.00,0.80,0.00,0.70,0.00,0.00,0.00,0.70,25,J
178,My fiancée just called this Napping with Adriene. This was great for a Friday night! Thank you!,0.9997835755,0.50,0.50,0.00,0.70,0.00,0.00,0.00,0.60,95,J
179,"“Allow, release, and let go.” 💗 Thank you so much Adriene for such beautiful mantra and I hope to allow only positive thoughts in my mind and release those negative experiences through fruitful actions and learn to let go of the things beyond my control ☺️✨ Namaste 🙏🏻💗✨",0.9990862608,0.00,0.80,0.00,0.70,0.00,0.00,0.00,0.80,274,J
180,🙏👍👌👏,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,8,J
181,"You don't understand how much ""smile"" does to my mental health",-0.9686592817,0.20,0.80,0.00,0.00,0.00,0.00,0.00,0.00,62,J
182,my neck pain and migraines are officially going away!,-0.9987518787,0.80,0.00,0.00,0.70,0.00,0.00,0.70,0.00,53,J
183,so i took a week off now i am back and reconnecting and cant wait to continue on my yoga journey really felt like a fish out of water not doing my yoga on a daily basis I simply couldn't let another day pass without practicing thanks for bringing us new videos everyday.,-0.97768116,0.70,0.00,0.00,0.60,0.00,0.00,0.00,0.40,270,J
184,"Thank you, Adriene! What would be the best of your videos to work toward Natarajasana aka Dancer's Pose? Keep doing what you do, please!",0.99931705,0.00,0.00,0.90,0.40,0.00,0.00,0.50,0.00,136,J
185,"Day 25- done! Missed today's practice in the morning as I was preparing a meal for Christmas party. But, here I am at night- before bed! Merry Christmas everyone!",0.9831517935,-0.20,0.00,0.00,-0.40,0.90,0.00,0.00,0.20,162,J
186,"You are amazing, Adriene! :) thank you for everything!",0.9998745918,0.30,0.70,0.00,0.80,0.00,0.00,0.00,0.70,54,J
187,"I have found this series one year late but am enjoying each and every day. Thank you so much for creating and sharing these videos, Adriene!",0.999866128,-0.30,0.70,0.00,0.40,0.00,0.00,0.00,0.50,140,J
188,"Namaste, Adriene. You're such an amazing person. <3",0.9998438358,0.00,0.80,0.00,0.80,0.00,0.00,0.00,0.60,51,J
189,This is probably my favorite video of all the videos I've watched of Adriene's!,0.9977778792,0.00,0.80,0.00,0.80,0.00,0.00,0.00,0.60,79,J
190,"Note to self: eat the giant burger AFTER yoga practice, not before. 

Candles didn't help. Never burped so much doing yoga. Ain't none of these poses conducive to a stomach full of burger.",-0.7518866062,-0.50,0.00,0.70,0.00,0.00,0.00,0.00,0.00,188,J
191,Lovin the freestyle endings for the last few lessons...feeling great😷🧘🏻‍♂️,-0.9810519218,0.30,0.80,0.00,0.70,0.00,0.00,0.00,0.50,77,J
192,Are there any stretches to help flatten feet in downward facing dog? My calves are so tight.,-0.9925526381,0.00,0.00,0.80,0.00,0.00,0.00,-0.40,0.00,92,J
193,How do I get my 'to do list' out of my mind - especially during savasana??,-0.9989423156,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,74,J
194,"great practice, thank you again!",0.9998757839,0.20,0.00,0.00,0.70,0.00,0.00,0.00,0.40,32,J
195,"Thank you very much Adrienne for those 30 days of Yoga. I started at the beginning of a ""detox month"" (no junk food, no alcohol, no cigarettes) with my friends. My friend is much more flexible than she was ! I am very flexible and practicing yoga everyday is helping me to feel good in my body (I'm so flexible that it gave me trouble with my knees, hips and back so the doctor said to stretch myself everyday). I also stopped smoking, cold turkey, (after 12 years!) and I think you really helped me because I didn't touch a cigarette in more than 1 month now. One of my flatmates said the other day that we are gonna miss you when those 30 days will be done...that is true, you became kind of a part of ""the family"" at home :). I also found my abs again and lost a bit of weight. I will keep practicing yoga the most I can with your videos. Thank you for being so cool, nice and positive. You are a great person and the best yoga teacher !",0.9995715022,0.50,0.40,0.00,0.70,0.00,0.00,0.40,0.90,940,J
196,I I have begun following you on a suggestion from my future daughter-in-law. I have to say that the gentle and progressive format of the 30 day commitment has suited me perfectly :-) I am getting stronger and more peaceful and balanced every day thank you so much!,0.999855876,0.30,0.60,0.00,0.70,0.20,0.00,0.00,0.50,264,J
197,This 20 minutes felt like 5 or even less. Amazing.,0.9991170764,0.00,0.70,0.00,0.50,0.00,0.00,0.00,0.30,50,J
198,"Every day for the past 26, I have been starting my day with Adriene's happy greeting. I'm loving these sessions and have learned so much. 😘",0.9998237491,0.40,0.00,0.00,0.80,0.90,0.00,0.00,0.30,140,J
199,"Hello again, just finished day 26, what a gift!!!! Ok, question for Adrienne. I know you are a ridiculously busy woman, an impressive, driven woman. So thank you. the question..... Is there a site that you support that literally names and then steps out each position. A kind of ABC for new yoga-ites. The name listed with pronunciation, and english translation. Photos of the position and important actions within the position, the way you do online with each and every move. I would love to study more about this, so when you mention the words, they can resonate with us more. Your grateful fan.",0.999222517,0.20,0.50,0.80,0.00,0.90,0.00,0.00,0.70,597,J
200,"Even if this comment comes 4 years later, than the video, I was a great help for me during the new coronavirus crisis. I am doing yoga with Adriene from February 24th 2020 and was like a rock, a highlight of my days, because they usually looked almost the same. Everyday I am trying some new postures, or improving old ones and I always have my two cats ""helping"". Imagine a tree pose, with one cat climbing on your ""stem"" leg and being very careful not to step on the other one. This is the happiest part of the day :). I am sorry I cannot post photos, to show their involvement in yoga",-0.7733979225,0.90,0.30,0.00,0.00,0.00,0.00,0.00,0.00,587,J
201,"There is a real difference in ankle strength on my left compared to my right, one way I am stable and full of ease the other is a wobbly mess. Something to work on further i suppose",-0.9983040094,-0.70,0.00,0.00,0.00,0.00,0.00,-0.70,0.00,181,J
202,"What would you suggest is an appropriate amount of yoga time? 30 minutes, 45 minutes, 60 minutes?",-0.9969553947,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,97,J
203,"Ugh, I should've been done 2 or 3 weeks ago  but I haven't been consistent :( Still getting there one way or another though! I had fun during today's practice!",-0.9921229482,-0.70,0.00,0.00,0.50,0.00,0.00,0.00,0.20,159,J
